-0.044,-0.012,-0.049,0.012,-0.058,0.083,-0.085,0.071,0.220,0.000,1.000
0.086,-0.029,0.090,-0.086,-0.029,0.415,-0.057,-0.053,-0.036,0.000,1.000
-0.053,0.169,0.059,-0.011,-0.019,0.323,0.104,0.066,0.008,0.000,1.000
-0.054,0.075,-0.022,0.022,0.021,0.319,0.023,0.088,0.227,0.000,1.000
-0.055,-0.042,0.028,0.103,0.067,-0.111,-0.036,-0.136,-0.045,1.000,1.000
0.066,-0.058,0.067,-0.071,0.046,-0.171,0.059,-0.095,-0.002,1.000,1.000
-0.083,-0.010,0.027,0.094,0.063,-0.082,-0.050,-0.177,-0.075,1.000,1.000
-0.008,-0.047,-0.018,0.055,0.061,-0.115,-0.011,-0.159,-0.016,1.000,1.000
0.006,-0.023,0.040,-0.023,0.064,-0.080,-0.029,-0.165,-0.024,1.000,1.000
-0.086,-0.014,0.025,0.118,0.076,-0.101,-0.055,-0.097,-0.044,1.000,1.000
0.026,-0.009,0.029,-0.038,0.064,-0.080,-0.066,-0.170,-0.012,1.000,1.000
-0.056,-0.032,0.034,0.072,0.066,-0.067,-0.057,-0.161,-0.037,1.000,1.000
-0.051,-0.019,0.069,0.001,0.064,-0.028,-0.050,-0.188,-0.057,1.000,1.000
-0.013,-0.052,0.048,0.005,0.059,-0.057,-0.007,-0.160,-0.028,1.000,1.000
0.134,0.047,0.069,-0.037,0.055,-0.155,-0.025,-0.041,-0.023,1.000,1.000
-0.014,-0.008,0.105,0.002,0.059,-0.196,0.031,0.025,0.060,1.000,1.000
0.032,-0.047,0.000,-0.021,0.067,-0.124,-0.008,-0.065,0.022,1.000,1.000
0.041,0.096,0.084,0.156,0.068,-0.154,-0.011,-0.018,0.070,1.000,1.000
0.096,-0.012,-0.020,-0.066,0.068,-0.088,-0.011,-0.102,0.015,1.000,1.000
-0.046,0.101,0.016,0.037,0.096,-0.110,-0.013,0.028,-0.009,1.000,1.000
-0.016,-0.051,-0.061,0.064,0.109,0.028,-0.048,-0.112,-0.008,1.000,1.000
-0.012,-0.049,0.010,-0.082,0.080,0.001,-0.028,-0.124,-0.039,1.000,1.000
-0.019,-0.035,-0.001,0.029,0.089,-0.068,-0.027,-0.014,-0.008,1.000,1.000
-0.035,-0.018,-0.070,0.084,0.099,0.002,-0.040,-0.119,0.035,1.000,1.000
-0.006,-0.023,0.036,-0.099,0.079,0.015,-0.121,-0.146,-0.032,1.000,1.000
-0.021,-0.012,-0.066,0.102,0.091,-0.021,0.038,-0.092,0.060,1.000,1.000
-0.013,0.069,0.014,0.077,0.078,-0.109,0.103,0.064,-0.039,1.000,1.000
0.007,-0.044,0.030,0.154,0.086,0.086,-0.054,-0.169,-0.032,1.000,1.000
0.019,0.009,0.035,-0.018,0.069,-0.109,0.039,0.018,0.035,1.000,1.000
-0.020,-0.056,-0.031,-0.030,0.088,-0.058,-0.108,-0.019,0.006,1.000,1.000
0.071,0.030,0.079,-0.027,0.069,-0.020,0.066,-0.038,-0.007,1.000,1.000
-0.023,-0.058,-0.136,0.119,0.102,0.149,0.058,-0.228,0.005,1.000,1.000
-0.046,-0.052,0.011,0.059,0.103,-0.023,-0.037,0.060,-0.020,1.000,0.000
-0.009,0.037,0.020,0.016,0.086,-0.080,0.017,0.085,-0.022,1.000,0.000
0.030,0.005,-0.007,-0.004,0.102,-0.070,0.001,0.111,0.019,1.000,0.000
-0.084,-0.020,0.030,0.019,0.091,-0.003,0.004,0.003,0.009,1.000,0.000
-0.035,0.032,0.010,-0.046,0.083,-0.088,0.042,0.077,0.032,1.000,0.000
0.056,0.011,0.036,-0.262,0.064,-0.029,-0.026,-0.062,0.040,1.000,0.000
0.034,0.103,-0.088,0.115,0.099,0.077,-0.024,-0.077,-0.093,1.000,0.000
0.013,-0.044,0.025,-0.048,0.100,-0.010,-0.034,0.100,-0.042,1.000,0.000
0.019,-0.079,0.023,-0.190,0.081,0.058,-0.001,-0.062,0.009,1.000,0.000
0.102,0.015,-0.009,-0.037,0.095,0.021,-0.029,0.016,0.011,1.000,0.000
0.002,-0.034,-0.181,0.042,0.108,0.049,-0.008,-0.045,0.021,1.000,0.000
-0.016,0.008,-0.020,0.067,0.071,-0.009,0.250,-0.007,0.116,1.000,0.000
0.063,-0.034,-0.082,-0.098,0.074,0.039,0.312,-0.032,0.070,1.000,0.000
-0.045,0.109,0.065,0.044,0.095,0.001,0.040,0.090,0.012,1.000,0.000
-0.056,0.047,0.043,-0.065,0.087,-0.013,0.035,0.044,0.097,1.000,0.000
-0.268,0.032,0.040,-0.040,0.106,0.061,-0.019,0.047,-0.029,1.000,0.000
0.038,0.047,-0.028,-0.076,0.109,0.053,-0.014,0.092,-0.078,1.000,0.000
-0.056,-0.083,0.016,0.031,0.113,0.074,-0.043,0.107,-0.050,1.000,0.000
0.107,0.010,0.044,0.015,0.101,0.074,-0.028,0.063,0.005,1.000,0.000
-0.071,0.031,0.070,0.067,0.095,0.030,-0.010,0.087,0.031,1.000,0.000
-0.051,-0.009,-0.083,0.050,0.094,0.121,0.022,-0.034,-0.081,1.000,0.000
0.112,0.003,0.038,-0.062,0.078,0.055,-0.029,0.068,-0.096,1.000,0.000
-0.076,0.067,0.003,-0.040,0.088,-0.007,0.049,0.066,0.122,1.000,0.000
-0.001,0.151,0.081,-0.069,0.075,-0.022,-0.044,0.098,0.009,1.000,0.000
-0.079,0.005,0.037,-0.153,0.062,0.005,0.008,0.044,-0.014,1.000,0.000
-0.023,0.002,-0.110,-0.022,0.094,-0.001,-0.017,0.079,0.055,1.000,0.000
-0.013,-0.131,-0.024,-0.102,0.073,0.003,0.009,0.086,0.039,1.000,0.000
0.054,0.071,-0.056,-0.004,0.075,-0.009,-0.036,0.131,-0.121,1.000,0.000
-0.127,-0.006,0.144,-0.019,0.040,0.009,0.035,0.043,-0.009,1.000,0.000
0.025,0.033,0.029,0.014,0.057,-0.024,0.002,0.080,0.040,1.000,0.000
-0.050,0.017,-0.012,0.038,0.054,0.014,-0.038,0.055,-0.102,1.000,0.000
-0.017,-0.086,-0.048,-0.057,0.054,-0.034,0.005,0.095,-0.000,1.000,0.000
0.039,-0.046,-0.049,-0.083,0.048,0.018,-0.007,-0.019,0.054,1.000,0.000
0.136,0.065,0.007,0.092,0.054,-0.022,-0.017,0.088,0.037,1.000,0.000
0.041,-0.032,-0.031,0.027,0.024,0.016,0.153,0.001,-0.031,1.000,0.000
0.005,0.009,-0.111,0.011,0.057,-0.062,-0.060,0.134,-0.048,1.000,0.000
0.005,-0.088,0.097,0.030,-0.019,-0.012,0.442,0.025,-0.006,1.000,0.000
0.050,-0.120,0.033,0.016,0.021,0.032,0.055,-0.000,-0.004,1.000,0.000
0.153,-0.078,0.045,-0.003,0.015,0.021,0.051,-0.015,0.042,1.000,0.000
-0.010,0.079,-0.024,0.075,0.035,0.018,0.004,0.037,-0.091,1.000,0.000
0.124,0.120,0.047,-0.026,0.020,0.010,0.002,-0.010,0.014,1.000,0.000
-0.127,0.020,-0.088,0.029,0.038,0.049,-0.039,-0.023,-0.085,1.000,0.000
0.044,-0.081,-0.004,-0.087,0.026,0.056,0.127,-0.030,0.087,1.000,0.000
-0.013,-0.196,0.022,0.030,0.029,0.175,0.009,-0.114,-0.027,1.000,0.000
-0.049,-0.073,-0.061,0.026,0.048,0.036,-0.028,0.086,-0.064,1.000,0.000
0.061,0.004,-0.004,-0.255,0.027,0.026,-0.089,-0.021,0.045,1.000,0.000
-0.094,-0.044,0.081,0.005,0.045,-0.017,-0.067,0.125,0.112,1.000,0.000
0.056,0.060,-0.017,0.057,0.045,0.084,-0.061,0.035,-0.075,1.000,0.000
-0.076,0.027,0.111,-0.129,0.022,0.003,-0.037,0.096,-0.026,1.000,0.000
0.019,0.211,-0.171,-0.135,0.046,0.009,-0.044,-0.021,0.070,1.000,0.000
-0.042,-0.006,-0.016,-0.186,0.025,0.074,-0.074,-0.055,0.019,1.000,0.000
-0.010,0.027,-0.080,0.054,0.056,0.062,-0.079,0.063,0.001,1.000,0.000
0.168,0.251,0.068,-0.002,0.029,0.094,-0.093,-0.063,0.072,1.000,0.000
-0.044,-0.021,-0.008,0.035,0.030,0.043,-0.015,0.080,-0.033,1.000,0.000
0.079,0.065,0.025,0.055,0.021,0.098,-0.001,0.016,-0.092,1.000,0.000
-0.025,-0.088,0.011,0.011,0.043,-0.017,-0.094,0.170,0.087,1.000,0.000
-0.094,0.092,-0.042,-0.016,0.011,0.004,0.093,0.018,0.070,1.000,0.000
0.099,-0.053,-0.002,0.031,0.011,0.033,0.091,0.075,0.028,1.000,0.000
0.099,0.022,0.038,-0.018,-0.003,0.036,-0.000,0.059,-0.090,1.000,0.000
0.021,-0.182,-0.030,-0.019,0.010,0.000,0.027,0.121,0.016,1.000,0.000
0.075,-0.039,-0.052,-0.021,-0.001,0.037,-0.005,0.039,-0.078,1.000,0.000
-0.093,-0.085,-0.014,-0.044,-0.005,-0.012,0.019,0.042,0.076,1.000,0.000
-0.168,0.088,0.167,-0.033,-0.049,0.105,0.029,-0.153,-0.073,1.000,0.000
0.020,0.029,-0.008,0.091,0.016,-0.018,-0.072,0.091,0.128,1.000,0.000
0.062,-0.048,0.022,-0.019,-0.019,0.028,0.030,0.041,-0.040,1.000,0.000
